,labelled_ClimateChangeUS_Zijing,labelled_ClimateChangeUS_Adam,labelled_ClimateChangeUS_Viktor,labelled_ClimateChangeUS_Raphael,labelled_ClimateChangeUS_Kanushree
labelled_ClimateChangeUS_Zijing,0.0,0.6217738918094704,0.5156273544591529,0.5154554854780478,0.18930485437284578
labelled_ClimateChangeUS_Adam,0.6217738918094704,0.0,0.4191466242497972,0.49536461536372295,0.2857224809158811
labelled_ClimateChangeUS_Viktor,0.5156273544591529,0.4191466242497972,0.0,0.6438472039324367,0.039578629014956374
labelled_ClimateChangeUS_Raphael,0.5154554854780478,0.49536461536372295,0.6438472039324367,0.0,0.09925266131646521
labelled_ClimateChangeUS_Kanushree,0.18930485437284578,0.2857224809158811,0.039578629014956374,0.09925266131646521,0.0
